slot,"เวลา
เริ่มต้น","เวลา
สิ้นสุด","ระยะเวลา
(นาที)",ฝ่ายรับผิดชอบ,กิจกรรม,สถานที่,ผู้ตัดสินใจสูงสุด,ผู้รับผิดชอบ ,รายละเอียด
217,17:45,17:55,10,ACT,"401, 402, 417, 418 ไลน์แถวน้องจากห้องกิจกรรมไปลานเกียร์
     407, 419, 420, 421 พักเบรกเข้าห้องน้ำ","ห้องน้ำชั้น 3,4 และห้องน้ำเหล็ก",โปร 0972185694,แนน 0823083178,"402 ลงบันไดกิจ
417 ลงบันไดกุ๊กกู๋
418 ลงบันไดซีร็อก
401 ลงบันไดกิจ (ต่อจากห้อง 402)
***หมายเหตุ : 402, 417, 418 ลงบันได้พร้อมกัน***ห้องน้ำชั้น 1 ตึก 3
_______________________________
407 เข้าห้องน้ำชั้น 3
419 เข้าห้องน้ำชั้น 4
420, 421 เข้าห้องน้ำเหล็ก"
218,17:55,18:05,10,ACT,"401, 402, 417, 418 พักเบรกเข้าห้องน้ำ
     407, 419, 420, 421 ไลน์แถวน้องจากห้องกิจกรรมไปลานเกียร์","ห้องน้ำชั้น 1,2 ตึก 3
ห้องน้ำชั้น M ตึก 100 ปี",โปร 0972185694,แนน 0823083178,"418 เข้าห้องน้ำชั้น 1 ตึก 3
417 เข้าห้องน้ำชั้น 2 ตึก 3
401, 402 เข้าห้องชั้น M ตึก 100 ปี
_______________________________
407 ลงบันไดกลาง
419 ลงบันไดซีร็อก
420 ลงบันไดกุ๊กกู๋ (เดินออกจากห้องหลัง 419)
421 ลงบันไดเหล็ก
***หมายเหตุ : 407, 419, 421 ลงบันไดพร้อมกัน***"
219,18:05,18:25,20,ACT,เต้นสัน,ลานเกียร์,โปร 0972185694,มิลค์ 0613368150,"หมายเหตุ: กรณีที่ฝนตกช่วงกิจกรรม
17:55 - 18:15 แต่ละห้องจะทำกิจกรรมต่อในห้องกิจ
18:15 - 18:30 ไลน์แถวน้องเพื่อแยกตามบ้านและรับข้าวจากประสานต่อไป"
220,18:30,18:30,-,REG,"ถ่ายรูปของหายลงกลุ่มไลน์
open chat",หน้าห้อง 116/3,แองจี้ 0635914155,แองจี้ 0635914155,
221,18:30,19:15,45,REG,"ทะเบียนบ้านเช็กชื่อช่วง
แจกจ่ายอาหารเย็น",โต๊ะบ้าน,แองจี้ 0635914155,,
222,18:30,19:30,60,PLAN,เช็กห้องน้ำช่วงเย็น,"ห้องน้ำตึกอรุณ
ห้องน้ำชั้น1 ตึก 3
ห้องน้ำชั้น2 ตึก 3 ",นอร์ท 0951461000,"เทน             0851097076
หมูแฮม        0621088519
(สำรอง) อ๋อง  0915553919
(สำรอง)ปิงปิง 0851119544","- เช็กว่าห้องน้ำเปิดไหม
- ห้องน้ำใช้งานได้ไหม ถ้าพังแจ้งใน lineแผนแจ้งข่าว ฝ่ายแผน (ถ้าห้องน้ำพังให้ผต.แจ้งฝ่ายสถานที่)
- เปิดไฟให้หร้อมใช้งาน
- เมื่อตรวจสอบเสร็จแล้วให้แจ้งใน lineแผนแจ้งข่าว ฝ่ายแผนว่า ""ตรวจสอบห้องน้ำอรุณเรียบร้อย""
- เมื่อตรวจสอบเสร็จแล้วให้พี่ห้องน้ำชายนั่งเฝ้าหน้าห้องน้ำที่จุดของตน"
224,18:30,19:30,60,COOP,แจกข้าวให้น้อง + แจ้งรายละเอียดต่างๆ,ลานเกียร์,ข้าวหอม (0899397816),"บ้าน 1 บ้านไอคัท ประสาน A - นัน 0982618286
            ประสาน B - คุณ 0900725783
            ประสาน C - เหวิน 0826391541
บ้าน 2 บ้านไอค๊อกแค๊ก ประสาน A - นุ่น 0931695291
            ประสาน B - บูม 0944476075
            ประสาน C - เนม 0988729227
บ้าน 3 บ้านไอรอเธอ ประสาน A - โชติ 0956735563
            ประสาน B - แบมแบม 0917356085
            ประสาน C - ปิ๊ก 0811499279
บ้าน 4 บ้านไอแฟนยู ประสาน A - ฟ้า 0816443327
            ประสาน B - ปัด 0954947193
            ประสาน C - ลูกขุน 0945619146
บ้าน 5 บ้านไอจาม ประสาน A - ชีส 0985602909
            ประสาน B - ปัน 0838410404
            ประสาน C - ข้าวหอม 0899397816
บ้าน 6 บ้านไอเพื่อน ประสาน A - เชียร์ 0839986709
            ประสาน B - เจได 0645954462
            ประสาน C - ปิงปอง 0989838988
บ้าน 7 บ้านไอแดง ประสาน A - น้ำเพชร 0818822595
            ประสาน B - เอมี่ 0885015035
            ประสาน C - มังกร 0918515467
บ้าน 8 บ้านไอน์สไตน์ ประสาน A - พิม 0994380809
            ประสาน B - ปัน 0972987925
            ประสาน C - นุติ 0814139767","นั่งบ้านละแถว กิจไลน์มาให้

แจกข้าวและแจ้งข้อมูลข่าวสารต่างๆ
ก่อนปลอยน้องกลับบ้าน"
224,18:30,19:30,60,SUPPLY,แจกอาหารสำหรับแต่ละบ้าน,ลานเกียร์,โบอิ้ง 0958948965,สวัสบ้านทุกบ้าน,หลังจบกิจกรรมนัดหมายให้สวัสบ้านแจกข้าวให้น้องบ้านตนเอง (ไม่ให้น้องถือข้าวระหว่างนั่งฟังไปด้วยให้ได้ข้าวตอนจะกลับ)
225,19:00,20:00,60,ACT,ทำความสะอาดห้องและลานเกียร์,"ลานเกียร์ และ ห้อง 401,402
,407,417,418,419,420,421",โปร 0972185694,เต้ 0920921853,สตาฟ day1 เก็บกวาดของในลานเกียร์ และภายในห้อง
226,19:15,19:15,-,REG,ทะเบียนบ้านแจ้ง feedback กับทะเบียนกลาง,หน้าห้อง 116/3,แองจี้ 0635914155,,
227,19:15,19:15,-,REG,ปิดโต๊ะทะเบียนกลาง,หน้าห้อง 116/3,แองจี้ 0635914155,,
229,19:30,19:30,-,COOP,เริ่มรวม + ส่งน้อง,ลานเกียร์,ข้าวหอม (0899397816),"บ้าน 1 บ้านไอคัท ประสาน A - นัน 0982618286
            ประสาน B - คุณ 0900725783
            ประสาน C - เหวิน 0826391541
บ้าน 2 บ้านไอค๊อกแค๊ก ประสาน A - นุ่น 0931695291
            ประสาน B - บูม 0944476075
            ประสาน C - เนม 0988729227
บ้าน 3 บ้านไอรอเธอ ประสาน A - โชติ 0956735563
            ประสาน B - แบมแบม 0917356085
            ประสาน C - ปิ๊ก 0811499279
บ้าน 4 บ้านไอแฟนยู ประสาน A - ฟ้า 0816443327
            ประสาน B - ปัด 0954947193
            ประสาน C - ลูกขุน 0945619146
บ้าน 5 บ้านไอจาม ประสาน A - ชีส 0985602909
            ประสาน B - ปัน 0838410404
            ประสาน C - ข้าวหอม 0899397816
บ้าน 6 บ้านไอเพื่อน ประสาน A - เชียร์ 0839986709
            ประสาน B - เจได 0645954462
            ประสาน C - ปิงปอง 0989838988
บ้าน 7 บ้านไอแดง ประสาน A - น้ำเพชร 0818822595
            ประสาน B - เอมี่ 0885015035
            ประสาน C - มังกร 0918515467
บ้าน 8 บ้านไอน์สไตน์ ประสาน A - พิม 0994380809
            ประสาน B - ปัน 0972987925
            ประสาน C - นุติ 0814139767",รวมน้องแต่ละบ้านเพื่อแยกไปส่ง BTS/MRT (พี่บ้านแต่ละบ้านเป็นคนไปส่ง)
